Business Name,Address,Phone,Services / Products,Website,Minority Type,Status,Kentucky Based
"SKS ACCOUNTING & CONSULTING FIRM, INC. d/b/a PAYROLL NETWORK","812 Lyndon Lane, Suite 210, Louisville, KY, 40222",(502) 425-5483 Fax: (502) 412-7734,"Related Services: 541213 - Specializing in Income tax compilation services, Income tax preparation services, and Tax return preparation services; 541214 – Specializing in Payroll processing services and Talent payment services; 541219 – Specializing in accountants' (except CPAs) offices, Accounting ",https://www.sksfirm.com,"Black-Owned, Women-Owned",Active,Yes
"SKS Accounting & Consulting Firm, Inc.","812 Lyndon Lane, Suite 210, Louisville, KY, 40222",502-425-5483,"Financial Statement Preparation, Maintenance of accounts payable processing, accounts receivables processing, and general ledger accounting; corporate, Partnership, Non-Profit and Individual Tax Preparation and Consultation; Payroll, Business Consulting, Reviews and Consultation, Development of Fina",http://www.sksfirm.com,Minority-Owned (general),Active,Yes
"SL Consulting Solutions, LLC","N/A, Louisville, KY, N/A",502-235-6459,"Project management, operations, facilities, strategic planning and facilitation, technology, budgeting, finance accounting, process improvement, leadership training, auditing, business analysis, human resources, recruiting, management, funding sources and cash flow analysis including expediting cash",https://www.slsolutions4u.com,"Minority-Owned (general), Women-Owned",Inactive,Yes
"SL Consulting Solutions, LLC","5012 Flora Springs Circle, Louisville, KY, 40299",502-235-6459,"Executive and team training, professional development, vendor contract assessment, project management, building improvement including operations and facilities, strategic planning and facilitation, technology, budgeting, finance accounting, process improvement, auditing, business analysis, human res",http://www.slcs4u.com,Minority-Owned (general),Active,Yes
"SLADE LAND USE, ENVIRONMENTAL AND TRANSPORTATION PLANNING, LLC","1500 First Avenue North, Unit 54, Birmingham, AL, 35203",(205) 413-4685 or (866) 925-5742 Fax: (800) 618-8602,Consultant: 541620 - Specializing in ecological restoration consulting services; environmental consulting services; environmental reclamation planning services; sanitation consulting services; site remediation consulting services; and wetland restoration planning services,https://www.sladellc.com,"Black-Owned, Women-Owned",Active,No
SLI CONTRACTING,"1141 Red Mile Road, Suite 201, Lexington, KY, 40504",(859) 977-6640 or (859) 457-6048 Fax: (859) 977-6644,"Related Services: 238390 – Specializing in Caulking (i.e., waterproofing) contractors; 484110 – General freight trucking, local; and Trucking, general freight, local; 484121 – General freight trucking, long-distance, truckload (TL); and Trucking, general freight, long-distance, truckload (TL); 48422",https://www.slicontracting.com,"Black-Owned, Women-Owned",Active,Yes
"SLI Contracting, LLC","1141 Red Mile Rd., Suite 201, Lexington, KY, 40504",859-977-6640,"General Freight Trucking, Dump Trucking, Refuse hauling",http://www.slicontracting.com,Women-Owned,Active,Yes
"SOCO CONTRACTING COMPANY, INC.","3175 Presidential Drive, Suite 100, Atlanta, GA, 30340-3907",(770) 216-8366 or (770) 335-1256 Fax: (770) 216-8369,"Related Services: 236210 - Specializing in Addition, alteration and renovation, general contractors, industrial building (except warehouses); Addition, alteration and renovation, industrial building (except warehouses); Construction management, industrial building (except warehouses); and Industrial",https://www.soco-contracting.com,Asian-Owned,Active,No
SOL DEVELOPMENTS LLC,"1128 Main Street, Ste 201, Cincinnati, OH, 45202",513-455-8228,"Green building certifications, LEED for homes (Provider QAD & Green Rater), energy performance analysis, energy audit, sustainability-integrated architecture",http://www.soldesignconsulting.com,Minority-Owned (general),Active,No
"SOMETHIN BLOOMIN, LLC","1045 Higbee Mill Road, Lexington, KY, 40503",(859) 296-1624 or (859) 536-7568 or (855) 378-7413,"Related Services/BROKER: 238990 – Specializing in Cable splicing (except electrical or fiber optic), Sidewalk construction, residential and commercial, and Turf, artificial, installation; 423320 – Specializing as a BROKER for Conduit and pipe, concrete, merchant wholesalers, Crushed stone merchant w",https://www.somethinbloomin.com,Women-Owned,Active,Yes
SOUTH COAST PAPER LLC,"1241 Main St., Columbia, SC, 29201",803-758-4053,"Independently owned manufacturer that converts coated, uncoated, photographic and board grades into superior paper products for office or home use. South Coast Paper also sells and produces private label, nationally branded and specialty paper products for a diversified customer base.",http://www.southcoastpaper.com,Minority-Owned (general),Active,No
"SOUTHEAST AIRPORT SERVICES, INC.","5734 S. Semoran Blvd., Orlando, FL, 32822",(407) 420-8633,Concessionaire/Related Services: 488119 – Other Airport Operations; and 561720 – Janitorial Services,https://www.seairportservices.com,Black-Owned,Inactive,No
"SOUTHERN PARTNERS, INC.","638 Camino De Los Mares, Suite H130-450, San Clemente, CA, 92673-2848",(714) 501-2778 Fax: (949) 498-5066,"Concessionaire/Related Services: BROKER - 425120 - Specializing in brokering power, crude oil, natural gas, as well as other petroleum products and renewables; and 541690 – Specializing in Energy Consulting Services",https://www.southern-partners.com,"Black-Owned, Women-Owned",Active,No
"SPARTAN CONSTRUCTION, INC.","1619 Distribution Drive, Burlington, KY, 41005",(859) 371-3538 Fax: (859) 371-2786,"Related Services: 237110 - Specializing in Sewer and water distribution line construction; Fire hydrant installation; Hydrant and flushing hydrant installation; Sanitary sewer construction; Sewer main, pipe and connection construction; Storm sewer construction; Utility line construction (i.e. sewer,",https://www.spartanconstruction.com,Women-Owned,Active,Yes
"SPRINGFIELD PLUMBING, INC.","1903 W. Market Street, Louisville, KY, 40203",(502) 587-8281 Fax: (502) 587-8289,"Related Services: 237110 - Specializing in sewer and water distribution line construction, fire hydrant installation, water and sewage system pumping stations construction, sanitary sewer construction, sewage collection and disposal line construction, sewage disposal plant construction, sewage treat",https://N/A,Black-Owned,Inactive,Yes
"SS Finish Grading, Inc.","N/A, Lebanon Junction, KY, N/A",502-664-0753,"Excavation, land development, seeding, grading, and sod",,Women-Owned,No Website,Yes
"ST. REGIS CULVERT, INC.","202 Morrell Street, Charlotte, MI, 48813",(517) 543-3430 or (517) 543-3431 or (800) 527-4604 Fax: (517) 543-2313,"Related Services: 331210 - Specializing in Pipe manufacturing (e.g., heavy riveted, lock joint, seamless, welded) made from purchased iron or steel",https://www.stregisculvert.com,Women-Owned,Active,No
"STEAM *IT 2 CLEAN *IT, LLC","702 E. Burnett Avenue, #5, Louisville, KY, 40217",(502) 435-0947 or (502) 636-5491,"Related Services: 561720 - Building cleaning services, interior, Building cleaning services, janitorial, Cleaning homes, Cleaning offices, Cleaning shopping centers, Custodial services, Deodorant servicing of rest rooms, Deodorizing services, Disinfecting services, Housekeeping services (i.e., clean",https://N/A,Black-Owned,Inactive,Yes
"STEAM*iT 2 CLEAN*iT,LLC","702 E. BURNETT AVE., LOUISVILLE, KY, 40217",502-435-0947,Dry Vapor Steam and Pressure Wash Cleaning and Restoration,http://steamit2cleanit@gmail.com,Minority-Owned (general),Active,Yes
"STEEL CITY CONTRACTORS, LLC","419 Blossom Avenue, Campbell, OH, 44405",(330) 953-2773 Fax: (330) 755-3037,"Related Services: 238320 – Specializing in the cleaning and painting of structural steel and concrete surfaces; and 561990 - Specializing in Flagging services

Prequalified: bridge painting - Level C",https://N/A,Women-Owned,Inactive,No
"STRATEGIC ALLIANCE CONSULTANTS, LLC","101 N. 7th Street, Suite 310, Louisville, KY, 40202",(502) 931-8774,Related Services: 541611 - Specializing in Administrative management consulting services; Business Management consulting services; Business start-up consulting services; Financial management consulting (except investment advice) services; General management consulting services; Records management co,https://www.strategicallianceconsultants.com,"Latino-Owned, Women-Owned",Active,Yes
"STRUCTURAL COATINGS, INC.","3140 Linden Place, Canfield, OH, 44406",(330) 953-3399 or (727) 859-3980 Fax: (330) 752-9357,"Related Services: 238320 - Specializing in bridge painting and engineering structure (e.g., oil storage tank, water tower painting); and 238390 - Specializing in Concrete coating, glazing or sealing",https://www.structuralcoatingsinc.net,Latino-Owned,Active,No
"SUMMERS GRADING SERVICE, LLC","8703 High Jackson Road, Charlestown, IN, 47111",(812) 246-4839 or (502) 773-3226 Fax: (812) 248-0771,"Related Services: 561730 - Specializing in fertilizing lawns (erosion control, silt fence), hydro seeding services (e.g., decorative, erosion control purposes), landscape installation services, lawn seeding services, seeding lawns (seed and straw construction sites, etc.), and sod laying services

P",https://N/A,Women-Owned,Inactive,No
"SYNERGY DEVELOPMENT, LTD.","1000 S. Clark Street, Suite 2418, Chicago, IL, 60605",(844) 602-6976 Fax: (844) 815-5109,Related Services/Concessionaire: 236220 – Specializing in Construction management for commercial and institutional building; 238990 – Specializing in cleaning new building interiors immediately after construction; 541611 – Administrative Management and General Management Consulting Services; 561720 ,https://www.synergydevelopmentltd.com,"Black-Owned, Women-Owned",Active,No
"Safety Resources, Inc.","12 W. Vermont St., Indianapolis, IN, 46204",317-871-8155,Other Scientific and Technical Consulting Services,http://www.safetyresources.com,Women-Owned,Active,No
"Sakura Site Supply, LLC","N/A, Louisville, KY, N/A",502-693-2603,"Commercial and residential real estate acquisition, renovating, sales and leasing, sale of commercial building supplies",,Minority-Owned (general),No Website,Yes
"Sallie's Wholesale & Construction, Inc.","154 Orange Street, Mansfield, OH, 44902",419-524-7973,PIPE - FEES AND COMMISSIONS; REINFORCING STEEL - FEES AND COMMISSIONS; FENCING - FEES AND COMMISSIONS; PAINT - FEES AND COMMISSIONS; TRAFFIC CONTROL,http://www.sallieswholesale.com,Minority-Owned (general),Active,No
"Sallie's Wholesale & Construction, Inc.","N/A, Mansfield, OH, N/A",419-295-0114,"Wholesale building/highway materials, paint, window, door, insulation, steel, architectural, sealants & light contracting",,"Minority-Owned (general), Women-Owned",No Website,No
"Scalene Software, LLC","N/A, Fort Thomas, KY, N/A",513-907-1288,Software development and software consulting,https://www.scalene-software.com,Minority-Owned (general),Active,Yes
Schenault Solutions,"1815 Gardiner Ln, K92, Louisville, KY, 40205",502-922-6683,Strategic Consultant,http://schenault.solutions,Minority-Owned (general),Active,Yes
"Schnell Contractors, Inc.","N/A, Louisville, KY, N/A",502-969-7534,"Waterproofing, sealants & concrete/masonry restoration",https://www.schnellcontractors.com,Women-Owned,Active,Yes
"School Spirit Coffee, Inc. dba Creative Coffees and Positively Java","N/A, Winchester, KY, N/A",859-749-8635,"Coffee roasting and packaging facility for wholesale customers and fundraising, equipment leasing and office coffee service",https://www.creativecoffees.com/,Women-Owned,Active,Yes
Schooling Solutions LLC dba Inspired Schooling Solutions,"N/A, Louisville, KY, N/A",502-653-7390,Education performance consultant,https://www.schoolingsolutions.com,"Minority-Owned (general), Women-Owned",Active,Yes
Schwarz Construction LLC,"9 Sassafras Lane, Florence, KY, 41042",513-646-0589,General Construction,http://schwarzconstruction.com,Women-Owned,Active,Yes
"Schwarz Construction, LLC","N/A, Florence, KY, N/A",513-646-0589,"Outside & exterior roofing & windows, siding, gutters & masonry",https://www.schwarzroofing.com,"Minority-Owned (general), Women-Owned",Inactive,Yes
Scruggs Construction Inc,"110 S. Chestnut St., Seymour, IN, 47274",812-528-8178,Concrete Construction,http://www.scruggsconstructioninc.com,Minority-Owned (general),Active,No
"SecurCash Products, LLC","N/A, Louisville, KY, N/A",866-353-5979,"Cash handling & control products; paper, inking, toner & plastic bags",https://www.securecashproducts.com,Women-Owned,Active,Yes
"Sensabaugh Design & Construction, LLC","N/A, Berea, KY, N/A",859-358-6386,"General construction; excavation, site work, asphalt, concrete, steel building erection, full service general contractor",https://www.sensabaughdesignandconstruction.com,Women-Owned,Active,Yes
"Seven Seas Technologies, Inc. dba S2Tech","N/A, Chesterfield, MO, N/A",314-276-7832,"Integration services, system support services, website development, quality services, training services & staff augmentation",https://www.s2tech.com,Minority-Owned (general),Inactive,No
"Sharp-Hornek Bookkeeping Services, Inc.","N/A, Louisville, KY, N/A",502-593-1206,"Bookkeeping, notary, Quick Books consulting & set up, taxes",https://www.shbsi.com,Women-Owned,Active,Yes
"Sharpe Resources, Inc.","N/A, Lexington, KY, N/A",859-687-0475,Sales of promotional products & apparel,https://www.sharperesources.com,Women-Owned,Active,Yes
"Shaw Secure Solutions, LLC","952 S. 3rd St., Ste 201, Louisville, KY, 40203",502-544-8890,"Security Officers, Remote Monitoring, Vulnerability Asssessment.",http://www.shawsecures.com,Women-Owned,Active,Yes
"Shuckman's Fish Co. & Smokery, Inc.","N/A, Louisville, KY, N/A",502-775-6478,"Smoked fish, seafood dips & spreads; pimento & beer cheeses",https://www.KYSmokedFish.com,Women-Owned,Active,Yes
"Sign Language Network, Inc.","N/A, Lexington, KY, N/A",859-629-8084,Sign language and spoken language interpreting and document translation,https://slnofky.com/,Women-Owned,Active,Yes
"Simply Graphics, LLC","N/A, Louisville, KY, N/A",502-489-9459,"Provider of printer documents, all forms, checks, envelopes, letterhead, paper, brochures, cards, stock paper",https://www.simplygraphics.us,Minority-Owned (general),Inactive,Yes
"Singleton Road Boring, Inc.","N/A, Burnside, KY, N/A",606-872-4142,Bore & jack steel casings underneath state & federal highways for all types of utility lines,https://www.singletonroadboring.com,Women-Owned,Active,Yes
"Small Business Accounting Solutions, LLC","N/A, Cheshire, CT, N/A",203-687-5222,"Certified Public Accounting services, business consultant services, and data architect services",http://www.sbacpa.com/,Women-Owned,Inactive,No
"Sol Developments, LLC dba Sol design + consulting","N/A, Cincinnati, OH, N/A",513-455-8228,"Green building certifications, LEED for homes (Provider QAD & Green Rater), energy performance analysis, energy audit, sustainability-integrated architecture",https://www.soldesignconsulting.com,Minority-Owned (general),Active,No
"Solid Light, Inc.","N/A, Louisville, KY, N/A",502-562-0060,"Design and build of visitor experiences that engage, enlighten and inspire.  Our services include master planning, feasibility studies, site evaluations, operational proformas, project management, architectural coordination, concept visualization, design, immersive and interactive media design and p",https://www.solidlight-inc.com,Women-Owned,Active,Yes
"Southern Trades, Inc.","N/A, Louisville, KY, N/A",502-448-3445,"Steel erection, heavy rigging, stadium seating, welding, custom metal fabrication,  miscellaneous steel, structural steel, full service millwright, emergency repair, material handling solutions, exotic welding, machinery moving installation, custom maintenance programs & industrial maintenance",https://www.southerntradesinc.com,Women-Owned,Active,Yes
"Southern Trades, Inc.","200 Whittington Parkway Suite 101, Suite101, Louisville, KY, 40222",502-448-3005,"Services - Industrial Maintenance, Welding, Concrete, Structural Repairs;",http://www.southerntradesinc.com,Women-Owned,Active,Yes
"Sowful Blessings, LLC","N/A, Lexington, KY, N/A",859-230-9464,"Manufacturing and distributing dried spices, seasoning mixes, and herbal blends for food preparation",https://sowfulblessings.com/,"Minority-Owned (general), Women-Owned",Inactive,Yes
Sparrow Waterhouse Inc DBA CArdinal Junk Removal,"2710 Windsor Forest Dr, Louisville, KY, 40272",502-272-4745,"We primarily do junk removal. However we also move customers stuff from/to storage, we do lawn, shrub and minor tree trimming. We do whole house clean outs, board ups and lock changing and well as some demolition. Additionally as Sparrow Waterhouse Inc, we buy landbank properties and fix them up.",http://www.cardinaljunkremoval.com,Women-Owned,Inactive,Yes
"Spray-Tec, Inc.","N/A, Shelbyville, KY, N/A",502-633-5499,"Commercial roofing, spray applied roofing systems, and commercial roof repairs and maintenance, restoration, replacement and new construction",https://www.spray-tec.com,Women-Owned,Active,Yes
Springfield Plumbing Inc,"N/A, Louisville, KY, N/A",502-587-8281,Plumbing installation; Design Build,https://www.springfieldplumbingi.com,Minority-Owned (general),Active,Yes
"Springfield Plumbing, Inc.","1903 West Market Street, Louisville, KY, 40203",502-587-8281,Plumbing;,http://www.springfieldplumbingi.com,Black-Owned,Active,Yes
Star Staffing Solutions Incorporated,"N/A, Louisville, KY, N/A",502-907-5061,"Temporary, temp to hire and direct hire employees",https://www.starstaffingsolution.com,"Minority-Owned (general), Women-Owned",Active,Yes
Step By Step Family Services,"2900 W Broadway Street, Suite 015, Louisville, KY, 40211",502-353-0090,Home-Based Family Centered Case management (youth & adults); ; · Behavioral Health Assessment; ; · Individual and Family Counseling ; ; · Parenting education ; ; · Workforce/Housing Linkage; ; · Positive Communication Techniques; ; · Develop structure/time management ; ; · Family Reunification/Prese,http://www.stepbystepfamilyservices.org,Minority-Owned (general),Active,Yes
"Story Spaces, LLC","900 East Main Street, Louisville, KY, 40206",502-709-7099,"Coworking space and innovation hub. Provides space, resources, and programming for local founders, freelancers, remote workers, and corporate employees.",http://www.storylouisville.com,Minority-Owned (general),Active,Yes
"Stragistics Technology, Inc.","6800 Poplar Ave Suite 200, Memphis, TN, 38138",901-309-5550,I.T. CONSULTING; PROJECT MANAGEMENT; SOFTWARE DEVELOPMENT; INTERNET SOLUTIONS; TECHNOLOGY OUTSOURCING,http://www.stragistics.com,Minority-Owned (general),Active,No
"Stragistics Technology, Inc.","N/A, Memphis, TN, N/A",901-309-5550,Technology solutions provider that delivers resources teams and services to the private and public sectors,https://www.stragistics.com,"Minority-Owned (general), Women-Owned",Active,No
"Strategic Communications, LLC","N/A, Louisville, KY, N/A",502-493-7234,"Value added reseller and provider of IT, A/V infrastructure, collaboration & security services",https://www.yourstrategic.com,"Minority-Owned (general), Women-Owned",Active,Yes
Strategic Growth Finders LLC,"668 Keusch Ln, Jasper, IN, 47546",712-454-4145,"Retail & Wholesale distribution of UV disinfection, cabinet organization and device charging outlets.; Examples: Portable and Commercial UV Surface & Air Sanitation devices for HVAC and ambient air in commercial, office, sports and hospitality facilities.;",http://mytidyspace.com,Minority-Owned (general),Active,No
"Structured, Inc.","4101 Tates Creek Centre Dr, Ste 150, PMB B13, Lexington, KY, 40517",859-300-3321,We provide companies with Operations and Technology Solutions so they can focus on their growth.,http://www.structured-inc.com,Women-Owned,Active,Yes
"Studio A, LLC","2330 Frankfort Avenue, Suite 200, Louisville, KY, 40206",502-589-8007,Architectural design for mostly food services.,http://www.studioaarch.com,Minority-Owned (general),Active,Yes
"Summers Grading Service, LLC","8703 High Jackson Road, Charlestown, IN, 47111",812-246-4839,"Seeding & Strawing, Hydro Seeding, Sod, Erosion Control, Silt Fence, landscaping, Small Clearing Projects and Trucking.",,Women-Owned,No Website,No
"Superior Laboratory Systems, Inc.","N/A, Lebanon, OH, N/A",513-934-3979,"Sales of laboratory cabinets, fume hoods and tops",https://www.superiorlabsystems.com,Minority-Owned (general),Active,No
Supreme Security,"1338 Hull St, Louisville, KY, 40204",502-296-8094,"Security access programs, alarm systems AV, commercial security, and sound systems.",http://https://jesupreme.wixsite.com/website,Minority-Owned (general),Inactive,Yes
"Sustainability Management Partners, LLC","6625 Hidden Valley LANE, Mount Vernon, IN, 47620",812-457-1107,Energy Consulting and Engineered Services; Indoor Air Quality Experts; Turn Key Project Management; HVAC & Controls,http://www.smp.name,Women-Owned,Active,No
"Swope Design Group, Inc.","813 E. Main St, Louisville, KY, 40206",502-583-9333,"Commercial Interior Design, Environmental Graphics;",http://www.swopedesigngroup,Women-Owned,Inactive,Yes
"Swope Design Group, Inc.","N/A, Louisville, KY, N/A",502-583-9333,Commercial interior design,https://www.swopedesigngroup.com,Women-Owned,Active,Yes
"Synergy Disaster Recovery, LLC","N/A, Boulder, CO, N/A",954-817-7441,Federal grant management services and disaster planning consulting,https://synergy-dr.com/,Women-Owned,Active,No
"System Support Associates, LLC","N/A, Newport, KY, N/A",859-212-0550,"Computer network services, computer consulting, system management, supply computer equipment & peripherals",https://www.Sys-Sup.com,Minority-Owned (general),Active,Yes
"T.E.M. GROUP, INC.","3560 Bashford Avenue, Suite 100, Louisville, KY, 40218",(502) 454-0101 or (859) 259-2660 Fax: (502) 454-0110 or (859) 259-2680,"Related Services: 236210 – Specializing in industrial building general contractors (except warehouses); industrial building (except warehouses) construction management; Factory construction; Industrial building (except warehouses) construction, addition, alteration and renovation; 236220 – Specializ",https://N/A,Latino-Owned,Inactive,Yes
"T.E.M. Group, Inc","N/A, Louisville, KY, N/A",502-454-0101,Electrical Construction,https://www.temelectric.com,Minority-Owned (general),Active,Yes
"TAFFY PIPPIN CONSULTING, LLC","3153 Lexington Road, Montgomery, AL, 36106",(334) 546-4717 or (334) 262-2266 Fax: (334) 593-7644,Related Services: 541611 - Specializing in DBE consulting services,https://N/A,"Latino-Owned, Women-Owned",Inactive,No
"TAS DEVELOPMENT, LLC","1450 North Broadway, Lexington, KY, 40505",(859) 536-6333 Fax: (859) 536-6333,"Related Services: 236210 – Specializing in Addition, alteration and renovation, for-sale builders, industrial building (except warehouses), general contractors, Assembly plant construction, Construction Clean room, Construction management, Factory, and For-sale builders (i.e., building on own land, ",https://www.tasdevelopment.com,Black-Owned,Active,Yes
"TAYLOR SIEFKER WILLIAMS DESIGN GROUP, LLC","734 W. Main Street, Suite 100, Louisville, KY, 40202",(502) 595-7432 or (502) 276-8812 Fax: (502) 276-8812,"Related Services: 541320 - Specializing in city planning services, land use design services, land use planning services, landscape architects' offices, landscape architects' private practices, landscape architectural services, landscape consulting services, landscape design services, landscape plann",https://www.TSWDesignGroup.com,Women-Owned,Active,Yes
"TCJ Financial Services, LLC","N/A, Louisville, KY, N/A","502-415-2334, 800-674-3507","Mobile notary services, business planning, wedding officiant, and printing services",http://tiffsnotary.com/,"Minority-Owned (general), Women-Owned",Active,Yes
"TCR RAIL SYSTEMS, LLC","211 East Main Street, Simpsonville, KY, 40067",(502) 405-3004 Fax: (502) 405-3076,"Related Services: 238210 – Specializing in electrical wiring contactors; electrical work; electronic control system installation; highway, street and bridge lighting and electrical signal installation; intercommunication (intercom) system installation; low voltage electrical work; railroad signaling",https://www.tcrrailsystems.com,Women-Owned,Active,Yes
"TERRAZZO USA AND ASSOCIATES, INC.","9532 Towry Court, Oklahoma City, OK, 73165",(405) 964-3547 Fax: (405) 964-3548,Related Services: 238340 - Specializing as terrazzo contractors and terrazzo and tile refinishing,https://www.terrazzousa.com,"Black-Owned, Women-Owned",Active,No
"THE AVIATION PLANNING GROUP, LLC","5607 Glen Eagles Court, Fredericksburg, VA, 22407",(307) 267-9670 or (720) 441-4623,"Related Services: 541611 - Specializing in Administrative management consulting services, General management consulting services, Site selection consulting services, and Strategic planning services; 541620 - Environmental Consulting Services; and 541910 - Marketing Research and Public Opinion Pollin",https://www.theaviationplanninggroup.com,Women-Owned,Active,No
THE CLASSIC SHINE COMPANY,"3000 Custer Road, Suite 270, Box 197, Plano, TX, 75075",(972) 489-4466 Fax: (972) 985-0879,Related Services/Concessionaire: 812990 - Specializing in Shoeshine services,https://N/A,Women-Owned,Inactive,No
"THE FENCE CO., LLC","197 Mohawk Lane, Leitchfield, KY, 42754",(270) 259-3808 or (270) 287-1134 Fax: (270) 259-0300,"Related Services: 236220 - Specializing in Commercial building construction general contractors and construction for Laboratory, Logging camp, Office building, Prefabricated commercial building erection, Public warehouse, Recreational facility building, Salon, Service station, Store, Warehouse (e.g.",https://www.thefencecoofky.com,Women-Owned,Inactive,Yes
THE LOGO WAREHOUSE,"9850 Von Allmen Court, Suite 201, Louisville, KY, 40241",(502) 708-0634,"Related Services: 541430 - Specializing in art services, graphic, corporate identification (i.e., logo) design services, graphic art and related design services, graphic design services and silk screen design services

Concessionaire: 541850 – Specializing in advertising services, indoor or outdoor ",https://www.thelogowarehouse.com,"Black-Owned, Women-Owned",Active,Yes
"THE RSI GROUP, LLC","806 W. Markham Street, Little Rock, AR, 72201",(501) 673-4054 Fax: (501) 791-9204,"Related Services/Concessionaire: 523940 – Specializing in Investment management; Financial planning services, customized, fees paid by client and Investment advisory services, customized, fees paid by client; and 541611 – Specializing in Administrative management consulting services, Financial manag",https://www.rsigroupllc.com,"Black-Owned, Women-Owned",Active,No
"THIRD ROCK CONSULTANTS, LLC","2526 Regency Road, Suite 180, Lexington, KY, 40503",(859) 977-2000,"Consultant: 541330 - Specializing in services for Civil engineering, Consulting Engineers' offices, Engineering consulting, Engineering design, Engineering, Environmental engineering, and Erosion control engineering; and 541620 - Specializing in consulting and planning services for Ecological restor",https://www.thirdrockconsultants.com,Women-Owned,Active,Yes
"TINSLEY FAMILY CONCESSIONS, INC.","PO Box 469, Winter Haven, FL, 33882-0469",(863) 299-7177,Concessionaire: 722310 – Food Service Contractors,https://www.TFCFamily.com,Black-Owned,Active,No
TOBACCO ROSE FARM CONSTRUCTION & DEVELOPMENT SERVICES LIMITED LIABILITY COMPANY,"770 MCKINNEY AVENUE, Midway, KY, 40347",859-846-4002,"Erosion control silt fence, seeding. sodding, tree protection and street cleaning",http://tobaccorose.com,Women-Owned,Active,Yes
"TOBACCO ROSE FARM CONSTRUCTION & DEVELOPMENT SERVICES, LLC","PO Box 4304, Midway, KY, 40347",(859) 846-4002 or (859) 421-1948 Fax: (859) 201-0031,"Related Services: 237110 – Specializing in Sanitary sewer construction; Sewer construction; Sewer main, pipe and connection, construction; Storm sewer construction; and Utility line (i.e., sewer, water), construction; 238910 – Specializing in Backfilling, construction; Backhoe rental with operator; ",https://www.tobaccorose.com,Women-Owned,Active,Yes
"TONI LEVY & ASSOCIATES, INC. d/b/a LEVY ELECTRICAL AND PLUMBING  SUPPLY","1608 W. Broadway, Suite 100, Louisville, KY, 40203-3518",(502) 566-3030  Fax: (502) 566-3035,"Related Services: 236220 - Specializing in Commercial and institutional building addition, alteration and renovation; Commercial warehouse addition, alteration and renovation; Industrial warehouse general contractors addition, alteration and renovation; Administration building construction; Airport ",https://www.levyeps.com,"Black-Owned, Women-Owned",Active,Yes
TRACKING SOLUTIONS,"239 Veteran's Pkwy, Suite F-1, Murfreesboro, TN, 37128",615-337-9367,"GPS & Alcohol monitoring, electronic monitoring of offenders in criminal justice systems",http://trackingsolutionsnow.com,Women-Owned,Active,No
"TRANSPORT CARE SERVICES, LLC","121 Executive Center Drive, Suite #113, Columbia, SC, 29210",(803) 661-9662 Fax: (877) 661-9669,"Related Services: 423120 – Motor Vehicle Supplies and New Parts Merchant Wholesalers; 423130 – Tire and Tube Merchant Wholesalers; 485991 – Special Needs Transportation; 485999 – All Other Transit and Ground Passenger Transportation; 
488410 – Motor Vehicle Towing; 492110 – Couriers and Express Deli",https://www.transportcareservices.com,Black-Owned,Active,No
"TRANSPORTATION MANAGEMENT & DESIGN, INC.","2701 Loker Avenue West, Suite 110, Carlsbad, CA, 92010-6637",(760) 476-9600 ext.107,"Related Services: 541320 – Landscape Architectural Services; 541611 – Administrative Management and General Management Consulting Services; and 541614 – Process, Physical Distribution, and Logistics Consulting Services",https://www.tmdinc.net,Women-Owned,Active,No
"TRANSSOLUTIONS, LLC","14600 Trinity Blvd., Suite 200, Fort Worth, TX, 76155",(817) 359-2958  or (817) 307-9081 Fax: (817) 359-2959,"Related Services: 541611 - Administrative management consulting services, Business management consulting services, General management consulting services, and Reorganizational consulting services",https://www.transsolutions.com,Women-Owned,Active,No
TRI CITI JANITORIAL & MAID SERVICE,"652 Evergreen Park Drive, Hopkinsville, KY, 42240",(270) 498-5222,"Related Services: 561740 - Specializing in Carpet cleaning on customers’ premises, Capet cleaning plants, Carpet cleaning services, Cleaning carpets, Cleaning plants, carpet and rug, Cleaning rugs, Furniture cleaning on customers’ premises, Furniture cleaning services, Rug cleaning plants, Rug clean",https://N/A,Black-Owned,Inactive,Yes
"TRIKO, INC.","PO Box 1316, New Albany, IN, 47151",(812) 945-1595  Fax: (812) 945-1555,"Material Supplier: 423390 – Specializing as a material supplier of Glass, block and brick; Glass, plate; Gypsum building products; Mastics, construction; Plate glass; and Structural assemblies, prefabricated (except wood); 423840 – Specializing as a material supplier of Gaskets; Industrial supplies ",https://www.trikosupply.com,Women-Owned,Inactive,No
"TRIMEN SOLUTIONS, LLC d/b/a TRIMEN CAREER PLACEMENT SOLUTIONS","2900 W. Broadway, Suite 206, Louisville, KY, 40211",(502) 365-2747 Fax: (502) 221-7747,"Related Services: 541199 - Specializing in notary public and trial consulting services; 541214 - Specializing in payroll processing; 541611 - Specializing in administrative management consulting, business management consulting, business start-up consulting, general management consulting, medical off",https://www.trimensolutions.com,"Black-Owned, Women-Owned",Inactive,Yes
"TRINITY TECHNOLOGY SERVICES, INC.","537 W. Taft Drive, South Holland, IL, 60473",(877) 589-9847 ext. 7157 Fax: (708) 596-1020,"Related Services: 238210 - Specializing in Alarm system (e.g., fire, burglar), electric, installation only, Building automation system installation contractors, Control system (e.g., environmental, humidity, temperature) installation, Electronic control installation and service, Electronic control s",https://www.trinitytechservices.com,Black-Owned,Active,No
